"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_LEN","RWY_WIDTH","SURFACE_TYPE_CODE","COND","TREATMENT_CODE","PCN","PAVEMENT_TYPE_CODE","SUBGRADE_STRENGTH_CODE","TIRE_PRES_CODE","DTRM_METHOD_CODE","RWY_LGT_CODE","RWY_LEN_SOURCE","LENGTH_SOURCE_DATE","GROSS_WT_SW","GROSS_WT_DW","GROSS_WT_DTW","GROSS_WT_DDTW"
"2024/04/18","21149.","A","PA","8PA1","ONO","US","09/27",1800,125,"TURF","","NONE",,"","","","","NSTD","","",,,,
"2024/04/18","21151.5","A","PA","PN73","ORBISONA/ROCKHILL","US","08/26",2000,100,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21152.15","H","PA","7PA0","ORWIGSBURG","US","H1",40,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21152.16","H","PA","76PA","ORWIGSBURG","US","H1",45,45,"CONC","","NONE",,"","","","","","OWNER","2021/01/22",,,,
"2024/04/18","21160.","A","PA","1PS0","OSTERBURG","US","10/28",2064,150,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21175.5","A","PA","8PA8","PALMERTON","US","E/W",1800,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21176.","A","PA","58N","PALMYRA","US","13/31",1955,40,"ASPH","GOOD","NONE",,"","","","","NSTD","OWNER","2011/07/05",12.5,,,
"2024/04/18","21177.71","H","PA","5PS2","PAOLI","US","H1",53,53,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21193.","H","PA","9PN9","PEN ARGYL","US","H1",30,30,"CONC","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","21195.01","A","PA","9PA2","PENNSBURG","US","E/W",1800,75,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21201.","A","PA","61PN","PERKASIE","US","05/23",2800,55,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21201.1","H","PA","0PA9","PERKASIE","US","H1",200,200,"ASPH","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21201.2","A","PA","PS03","PERKASIE","US","05/23",2750,35,"ASPH","","NONE",,"","","","","LOW","","",,,,
"2024/04/18","21201.3","A","PA","CKZ","PERKASIE","US","08/26",4211,100,"ASPH","GOOD","PFC",,"","","","","MED","3RD PARTY SURVEY","2012/06/25",,26,,
"2024/04/18","21201.4","A","PA","PS54","PERKASIE","US","14/32",1800,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21203.","A","PA","9PN1","PERRYOPOLIS","US","16/34",1500,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21211.","A","PA","LOM","PHILADELPHIA","US","06/24",3700,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2008/12/11",12.5,,,
"2024/04/18","21211.016","H","PA","PA39","PHILADELPHIA","US","H1",65,65,"ROOF-TOP","","NONE",,"","","","","PERI","ADO","2016/01/07",,,,
"2024/04/18","21211.016","H","PA","PA39","PHILADELPHIA","US","H2",40,40,"ROOF-TOP","","NONE",,"","","","","PERI","ADO","2016/04/01",,,,
"2024/04/18","21211.02","H","PA","1PS6","PHILADELPHIA","US","H1",65,65,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21211.04","H","PA","2PS9","PHILADELPHIA","US","H1",100,45,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21211.07","H","PA","PA03","PHILADELPHIA","US","H1",35,35,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21211.08","H","PA","1PA2","PHILADELPHIA","US","H1",40,38,"MATS","","NONE",,"","","","","","ADO","1990/07/01",,,,
"2024/04/18","21211.08","H","PA","1PA2","PHILADELPHIA","US","H2",55,55,"ROOF-TOP","","NONE",,"","","","","PERI","ADO","2016/04/07",,,,
"2024/04/18","21211.09","H","PA","1PA1","PHILADELPHIA","US","H1",60,60,"ASPH","","NONE",,"","","","","MED","","",,,,
"2024/04/18","21212.31","H","PA","9PA4","PHILADELPHIA","US","H1",60,60,"CONC","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21212.34","H","PA","9PA6","PHILADELPHIA","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21212.36","H","PA","9PA8","PHILADELPHIA","US","H1",40,40,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21212.37","H","PA","56PN","PHILADELPHIA","US","H1",90,90,"ASPH","FAIR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21212.39","H","PA","9PA9","PHILADELPHIA","US","H1",65,65,"ASPH-CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21212.45","H","PA","PS55","PHILADELPHIA","US","H1",50,50,"ASPH","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21212.46","H","PA","9PN2","PHILADELPHIA","US","H1",52,50,"MATS","","NONE",,"","","","","PERI","OWNER","2007/09/09",,,,
"2024/04/18","21212.46","H","PA","9PN2","PHILADELPHIA","US","H2",50,50,"ASPH-CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21212.47","H","PA","12PN","PHILADELPHIA","US","H1",60,60,"ASPH","FAIR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21212.48","H","PA","10PN","PHILADELPHIA","US","H1",200,75,"CONC","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21212.51","H","PA","PS16","PHILADELPHIA","US","H1",80,80,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21212.52","H","PA","PS28","PHILADELPHIA","US","H1",32,32,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21212.53","H","PA","P72","PHILADELPHIA","US","H1",68,68,"ASPH","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21212.56","H","PA","PA62","PHILADELPHIA","US","H1",46,46,"ROOF-TOP","","NONE",,"","","","","MED","OWNER","2010/08/04",,,,
"2024/04/18","21217.","A","PA","PHL","PHILADELPHIA","US","08/26",5001,150,"ASPH","GOOD","GRVD",27,"F","A","X","T","HIGH","3RD PARTY SURVEY","2017/11/09",,145,,
"2024/04/18","21217.","A","PA","PHL","PHILADELPHIA","US","09L/27R",9500,150,"ASPH","GOOD","GRVD",60,"F","A","X","T","HIGH","3RD PARTY SURVEY","2017/11/09",100,210,350,
"2024/04/18","21217.","A","PA","PHL","PHILADELPHIA","US","09R/27L",12000,200,"ASPH","GOOD","GRVD",60,"F","A","X","T","HIGH","3RD PARTY SURVEY","2021/06/23",200,210,350,
"2024/04/18","21217.","A","PA","PHL","PHILADELPHIA","US","17/35",6500,150,"ASPH","GOOD","GRVD",27,"F","A","X","T","HIGH","3RD PARTY SURVEY","2017/11/09",100,170,300,
"2024/04/18","21217.2","H","PA","04PA","PHILADELPHIA","US","H1",100,100,"CONC","FAIR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21217.3","H","PA","05PA","PHILADELPHIA","US","H1",70,70,"ASPH","FAIR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21221.","A","PA","PNE","PHILADELPHIA","US","06/24",7000,100,"ASPH","GOOD","GRVD",80,"F","A","X","T","HIGH","3RD PARTY SURVEY","2022/03/09",120,250,550,
"2024/04/18","21221.","A","PA","PNE","PHILADELPHIA","US","15/33",4999,150,"ASPH","GOOD","GRVD",,"","","","","MED","3RD PARTY SURVEY","2022/03/09",40,55,,
"2024/04/18","21221.01","H","PA","4PS7","PHILADELPHIA","US","H1",55,55,"MATS","","NONE",,"","","","","NSTD","OWNER","2022/04/01",,,,
"2024/04/18","21231.","A","PA","1N3","PHILIPSBURG","US","11/29",3350,125,"TURF-GRVL","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21233.","A","PA","PSB","PHILIPSBURG","US","06/24",5006,100,"ASPH","POOR","NONE",,"","","","","MED","","",48,60,90,
"2024/04/18","21233.","A","PA","PSB","PHILIPSBURG","US","16/34",5711,100,"ASPH","POOR","NONE",,"","","","","MED","","",48,60,90,
"2024/04/18","21233.14","A","PA","5PA4","PHOENIXVILLE","US","16/34",1378,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21233.6","H","PA","55PN","PHOENIXVILLE","US","H1",45,45,"ROOF-TOP","GOOD","NONE",,"","","","","PERI","OWNER","2009/10/19",,,,
"2024/04/18","21239.1","A","PA","PS20","PINE GROVE","US","16/34",2000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21244.","A","PA","4PA8","PIPERSVILLE","US","10/28",1500,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21248.","H","PA","PA16","PITTSBURGH","US","H1",48,48,"MATS","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.11","H","PA","PN78","PITTSBURGH","US","H1",50,50,"CONC","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21248.12","H","PA","PN79","PITTSBURGH","US","H1",45,45,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.13","H","PA","PN80","PITTSBURGH","US","H1",40,40,"CONC","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","21248.15","H","PA","5PS3","PITTSBURGH","US","H1",65,65,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21248.16","H","PA","PA63","PITTSBURGH","US","H1",65,65,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21248.17","H","PA","46PA","PITTSBURGH","US","H1",65,65,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.18","H","PA","6PN6","PITTSBURGH","US","H1",33,33,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21248.19","H","PA","42PN","PITTSBURGH","US","H1",65,65,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.21","H","PA","PN26","PITTSBURGH","US","H1",65,65,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.24","H","PA","PS78","PITTSBURGH","US","H1",96,48,"CONC","FAIR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.25","H","PA","PN23","PITTSBURGH","US","H1",55,55,"DECK","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21248.26","H","PA","30PN","PITTSBURGH","US","H1",45,45,"ROOFTOP","FAIR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21249.","A","PA","9G1","PITTSBURGH","US","17/35",3550,100,"ASPH","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21251.","A","PA","AGC","PITTSBURGH","US","10/28",6501,150,"CONC","GOOD","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2011/04/05",90,120,210,
"2024/04/18","21251.","A","PA","AGC","PITTSBURGH","US","13/31",3825,100,"CONC","GOOD","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2011/04/05",20,22,,
"2024/04/18","21251.","A","PA","AGC","PITTSBURGH","US","H1",47,45,"CONC","GOOD","NONE",,"","","","","","STATE","2001/10/24",,,,
"2024/04/18","21252.","A","PA","PIT","PITTSBURGH","US","10C/28C",10775,150,"ASPH-CONC","FAIR","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2011/07/25",100,149,260,
"2024/04/18","21252.","A","PA","PIT","PITTSBURGH","US","10L/28R",10502,150,"ASPH-CONC","GOOD","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2011/07/25",100,225,400,
"2024/04/18","21252.","A","PA","PIT","PITTSBURGH","US","10R/28L",11500,200,"CONC","GOOD","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2011/07/25",100,225,350,
"2024/04/18","21252.","A","PA","PIT","PITTSBURGH","US","14/32",8101,150,"CONC","GOOD","GRVD",,"","","","","HIGH","3RD PARTY SURVEY","2011/07/25",100,225,410,
"2024/04/18","21252.01","H","PA","26PS","PITTSBURGH","US","H1",54,54,"ROOF-TOP","","NONE",,"","","","","FLD","OWNER","2023/12/05",,,,
"2024/04/18","21265.","A","PA","P15","PITTSFIELD","US","09/27",3650,100,"TURF","GOOD","NONE",,"","","","","LOW","ADO","2015/08/12",,,,
"2024/04/18","21266.5","H","PA","5PS4","PLEASANTVILLE","US","H1",21,21,"CONC-TURF","","NONE",,"","","","","","OWNER","2024/01/30",,,,
"2024/04/18","21283.","H","PA","6PN7","POCONO LAKE","US","H1",60,60,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21285.","H","PA","08PA","LONG POND","US","H1",80,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21289.8","A","PA","PN84","PORTERSVILLE","US","18/36",1400,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21289.81","A","PA","98PA","PORTERSVILLE","US","NW/SE",1200,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21290.3","A","PA","09PA","PORT MATILDA","US","06/24",2300,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21290.8","H","PA","PN70","PORT ROYAL","US","H1",60,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21292.","A","PA","N47","POTTSTOWN","US","08/26",2704,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2016/08/18",12,,,
"2024/04/18","21292.11","H","PA","60PA","POTTSTOWN","US","H1",65,65,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21293.","A","PA","PTW","POTTSTOWN","US","10/28",3371,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2009/11/18",,,,
"2024/04/18","21293.01","B","PA","3PN8","POTTSTOWN","US","B1",190,190,"TURF","","NONE",,"","","","","","OWNER","2022/01/21",,,,
"2024/04/18","21299.02","H","PA","91PN","POTTSVILLE","US","H1",65,65,"ASPH","FAIR","NONE",,"","","","","FLD","","",,,,
"2024/04/18","21299.03","H","PA","PS95","POTTSVILLE","US","H1",25,25,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21300.","A","PA","ZER","POTTSVILLE","US","04/22",2523,140,"TURF","GOOD","NONE",,"","","","","","3RD PARTY SURVEY","2019/09/23",,,,
"2024/04/18","21300.","A","PA","ZER","POTTSVILLE","US","11/29",5101,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2019/09/23",21,,,
"2024/04/18","21305.","A","PA","N35","PUNXSUTAWNEY","US","01/19",2200,100,"TURF","FAIR","NONE",,"","","","","MED","FAA OE/AAA","2022/01/27",,,,
"2024/04/18","21305.","A","PA","N35","PUNXSUTAWNEY","US","06/24",3003,50,"ASPH","GOOD","NONE",,"","","","","MED","","",12.5,,,
"2024/04/18","21305.02","H","PA","1PS8","PUNXSUTAWNEY","US","H1",60,60,"CONC","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21305.04","A","PA","7PA4","PUNXSUTAWNEY","US","14/32",2230,100,"TURF","","NONE",,"","","","","","OWNER","2023/08/23",,,,
"2024/04/18","21307.","A","PA","PA25","QUAKER CITY","US","05/23",1200,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21308.","A","PA","UKT","QUAKERTOWN","US","11/29",3210,75,"ASPH","GOOD","NONE",,"","","","","MED","FAA","2010/07/19",12,,,
"2024/04/18","21308.04","H","PA","PS80","QUAKERTOWN","US","H1",50,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21310.03","U","PA","14PS","QUARRYVILLE","US","02/20",750,65,"TURF","","NONE",,"","","","","","OWNER","2017/12/07",,,,
"2024/04/18","21312.","H","PA","2PN9","RADNOR","US","H1",60,60,"ASPH","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21329.","A","PA","RDG","READING","US","13/31",6350,150,"ASPH","GOOD","GRVD",60,"F","C","X","U","HIGH","3RD PARTY SURVEY","2018/12/07",75,200,400,
"2024/04/18","21329.","A","PA","RDG","READING","US","18/36",5151,150,"ASPH","GOOD","GRVD",60,"F","C","X","U","HIGH","3RD PARTY SURVEY","2018/12/07",75,200,400,
"2024/04/18","21329.011","H","PA","15PN","READING","US","H1",66,66,"ASPH","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21329.04","H","PA","PN20","READING","US","H1",80,80,"ASPH-CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21329.07","H","PA","22PN","READING","US","H1",80,80,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21332.095","H","PA","PS45","RED LION","US","H1",33,33,"TURF","","NONE",,"","","","","","OWNER","2023/05/16",,,,
"2024/04/18","21335.1","A","PA","RVL","REEDSVILLE","US","06/24",5001,75,"ASPH","GOOD","NONE",,"","","","","MED","NGS","2007/04/19",60,,,
"2024/04/18","21336.6","A","PA","PN14","REN FREW","US","09/27",1800,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21337.5","A","PA","23PA","REVERE","US","N/S",1800,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21342.01","A","PA","PN71","RICHFIELD","US","10/28",1400,100,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21342.18","H","PA","0PA0","RICHFIELD","US","H1",44,44,"ASPH","FAIR","NONE",,"","","","","","OWNER","2018/08/27",,,,
"2024/04/18","21342.85","H","PA","PN89","RIDGWAY","US","H1",70,70,"ASPH","","NONE",,"","","","","PERI","OWNER","2005/08/21",,,,
"2024/04/18","21343.01","H","PA","PS13","RIDLEY PARK","US","H1",100,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21343.01","H","PA","PS13","RIDLEY PARK","US","H2",100,100,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21358.","H","PA","3PA7","ROARING SPRING","US","H1",80,80,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21360.","A","PA","PN90","ROULETTE","US","14/32",2500,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21380.4","A","PA","6PA4","RUSSELL","US","17/35",2000,100,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21380.41","A","PA","5PA6","RUSSELL","US","04/22",1650,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21381.2","A","PA","PN91","SABINSVILLE","US","10/28",1800,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21383.","A","PA","67PN","SACRAMENTO","US","10/28",2100,75,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21390.","A","PA","5PA2","ST JOHN'S","US","08/26",1835,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21393.","A","PA","OYM","ST MARYS","US","10/28",4300,75,"ASPH","GOOD","GRVD",,"","","","","MED","","",33,,,
"2024/04/18","21393.01","H","PA","7PS9","ST MARY'S","US","H1",36,36,"CONC","","NONE",,"","","","","","FAA","2024/02/02",,,,
"2024/04/18","21397.","H","PA","PN63","SANATOGA","US","H1",62,62,"ASPH","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21408.51","A","PA","PN00","SASSAMANSVILLE","US","02/20",2550,250,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21412.01","H","PA","PS81","SAYRE","US","H1",50,50,"ASPH-CONC","FAIR","NONE",,"","","","","PERI","ADO","2018/01/04",,,,
"2024/04/18","21412.01","H","PA","PS81","SAYRE","US","H2",50,50,"ASPH-CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21412.01","H","PA","PS81","SAYRE","US","H3",80,80,"ASPH-CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21419.505","H","PA","3PA3","SCHNECKSVILLE","US","H1",60,60,"TURF-DIRT","","NONE",,"","","","","","OWNER","2022/09/12",,,,
"2024/04/18","21427.","H","PA","0PA8","SCRANTON","US","H1",80,80,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21427.02","H","PA","8PS7","SCRANTON","US","H1",64,64,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21439.","A","PA","SEG","SELINSGROVE","US","17/35",4760,75,"ASPH","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2014/01/24",27,27,,
"2024/04/18","21440.","H","PA","PN76","SENECA","US","H1",60,60,"CONC","FAIR","NONE",,"","","","","PERI","OWNER","2006/02/01",,,,
"2024/04/18","21466.5","A","PA","30PA","STAHLSTOWN","US","10/28",1169,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21474.01","H","PA","2PS5","SHAMOKIN","US","H1",65,65,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21474.02","H","PA","3PS5","SHAMOKIN","US","H1",65,65,"ASPH","POOR","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21474.1","A","PA","N79","SHAMOKIN","US","08/26",3297,75,"ASPH","FAIR","NONE",,"","","","","MED","","",12.5,,,
"2024/04/18","21474.11","H","PA","88PN","SHAMOKIN","US","H1",42,42,"CONC","","NONE",,"","","","","","OWNER","2023/10/12",,,,
"2024/04/18","21474.63","H","PA","PA94","SHARON","US","H1",65,65,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","21475.","A","PA","2PA6","SHARTLESVILLE","US","18/36",1050,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21476.","A","PA","0PN0","SHEAKEYVILLE","US","04/22",2000,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21476.31","A","PA","0PA2","SHERMANS DALE","US","11/29",1200,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21476.33","U","PA","8PA6","SHERMANSDALE","US","01U/19U",500,100,"TURF","GOOD","NONE",,"","","","","","OWNER","2008/04/16",,,,
"2024/04/18","21478.2","A","PA","6PA5","SHIPPENSBURG","US","04/22",2400,30,"ASPH","","NONE",,"","","","","","OWNER","2003/11/18",,,,
"2024/04/18","21478.4","A","PA","PN50","SHOEMAKERSVILLE","US","09/27",2150,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21478.45","H","PA","2PN2","SHREWSBURY","US","H1",60,60,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21478.8","A","PA","PN13","SIGEL","US","09/27",2000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21478.8","A","PA","PN13","SIGEL","US","12/30",1550,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21480.8","A","TX","3R9","LAKEWAY","US","16/34",3930,70,"ASPH","FAIR","NONE",,"","","","","","STATE","2003/10/27",9,,,
"2024/04/18","21483.","A","PA","69N","SLATINGTON","US","01/19",2455,50,"ASPH","GOOD","NONE",,"","","","","NSTD","FAA-EST","2006/09/21",,,,
"2024/04/18","21487.","A","PA","S37","SMOKETOWN","US","10/28",2750,50,"ASPH","GOOD","NONE",,"","","","","LOW","OWNER","2014/10/15",12.5,12.5,,
"2024/04/18","21495.","A","PA","38PA","SOLEBURY","US","05/23",1400,100,"TURF","","NONE",,"","","","","","OWNER","2012/06/05",,,,
"2024/04/18","21495.01","H","PA","PS29","SOLEBURY","US","H1",100,100,"TURF","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","21497.","A","PA","2G9","SOMERSET","US","07/25",5002,75,"ASPH","GOOD","NONE",,"","","","","MED","ADO","2007/11/16",18,,,
"2024/04/18","21497.","A","PA","2G9","SOMERSET","US","14/32",2729,150,"TURF","GOOD","NONE",,"","","","","","ADO","2017/10/31",,,,
"2024/04/18","21497.01","H","PA","6PA2","SOMERSET","US","H1",45,45,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","21497.02","H","PA","86PS","SOMERSET","US","H1",65,65,"ASPH","","NONE",,"","","","","PERI","OWNER","2000/11/20",,,,
"2024/04/18","21502.8","H","PA","7PS8","SOUTH RENOVO","US","H1",65,65,"ASPH","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21503.","A","PA","0PN5","SPARTANSBURG","US","E/W",2400,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21504.5","A","PA","PS82","SPRINGBROOK","US","02/20",1480,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21505.1","A","PA","43PA","SPRING CITY","US","09/27",2683,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21508.","H","PA","48PN","SPRING GROVE","US","H1",60,60,"TURF","","NONE",,"","","","","","OWNER","2009/12/15",,,,
"2024/04/18","21510.6","A","PA","44PA","SPRING MILLS","US","08/26",2100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21540.","A","PA","4PA6","STARLIGHT","US","03/21",3100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21545.01","H","PA","PS57","STATE COLLEGE","US","H1",46,46,"ROOF-TOP","","NONE",,"","","","","PERI","ADO","2009/09/25",,,,
"2024/04/18","21545.1","A","PA","UNV","STATE COLLEGE","US","06/24",6701,150,"ASPH","GOOD","GRVD",44,"F","B","X","U","HIGH","3RD PARTY SURVEY","2013/10/31",50,110,,
"2024/04/18","21545.3","A","PA","47PA","STATE COLLEGE","US","NE/SW",2300,55,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21545.31","H","PA","4PA3","STATE COLLEGE","US","H1",33,33,"TURF","","NONE",,"","","","","","OWNER","2022/12/14",,,,
"2024/04/18","21548.","H","PA","7PS0","STEELTON","US","H1",45,45,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","21548.55","H","PA","PN29","STEVENS","US","H1",42,42,"CONC-GRVL","","NONE",,"","","","","","OWNER","2023/11/03",,,,
"2024/04/18","21549.1","A","PA","84PN","STEWARTSTOWN","US","07/25",500,30,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21549.2","A","PA","0P2","STEWARTSTOWN","US","06U/24U",1000,100,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21549.2","A","PA","0P2","STEWARTSTOWN","US","15/33",1000,100,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21550.8","A","PA","49PA","STONE CHURCH","US","NW/SE",1800,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21552.35","U","PA","2PN4","STOYSTOWN","US","02/20",1000,150,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21552.35","U","PA","2PN4","STOYSTOWN","US","13/31",540,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21553.91","U","PA","5PA9","STRATTANVILLE","US","13/31",1550,100,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","21554.","A","PA","PN72","STRONGSTOWN","US","06/24",1850,120,"GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","21554.","A","PA","PN72","STRONGSTOWN","US","18/36",3335,120,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21554.3","A","PA","50PA","STROUDSBURG","US","E/W",2700,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21554.31","H","PA","PA13","STROUDSBURG","US","H1",55,55,"CONC","","NONE",,"","","","","","OWNER","2016/10/06",,,,
"2024/04/18","21565.","A","PA","70PN","SUGAR GROVE","US","08/26",2000,120,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","21569.","A","PA","71N","SUNBURY","US","05/23",3250,250,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","21569.01","H","PA","2PS8","SUNBURY","US","H1",45,45,"MATS","GOOD","NONE",,"","","","","","FAA","2017/07/19",,,,
"2024/04/18","21569.02","C","PA","H11","SUNBURY","US","07W/25W",5000,250,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","21570.5","H","PA","7PS3","SUSQUEHANNA","US","H1",50,50,"TURF","FAIR","NONE",,"","","","","PERI","OWNER","2005/08/12",,,,
