id,latitude,longitude,area,ele,access,abandoned,surface,width,name,ref:linz:topo50_id,length,source,ref
331767501,33.6818795,-114.2099774,,,,,,,X / X,,,,X /
331767502,33.6817412,-114.2101055,,,,,,,X / X,,,,X /
331774494,46.5549485,-120.5624934,,,,,grass,,,,,,
331847683,49.7736428,7.5213907,,,,,grass,40,,,600,sichtflugkarte-kirn,14-32
331847684,49.7722555,7.5246963,,,,,grass,30,,,250,sichtflugkarte-kirn,28
331851087,53.3526463,8.5936067,,,,,concrete,,,,,,A 27
331851092,53.3434496,8.6043981,,,,,concrete,,,,,,A 27
331851097,53.3416962,8.6064742,,,,,concrete,,,,,,A 27
331917259,23.6692786,58.171058,,,,,,,06/24,,,,
331944217,46.7805028,-120.4436843,,,,,asphalt,9,,,610,,6/24
331952273,52.129727,31.2397516,,,,yes,,,,,,,
331956573,48.3502947,33.4441839,,,,,asphalt,20,,,400,,07/25
331975205,61.5573926,-149.2681821,,,,,,,,,,,
331986224,-14.2166981,31.2256551,,,,,,,,,,,
331997190,-18.828762,126.5302808,,,,,,,Larrawa Airfield,,,,
332009800,-16.058686,129.2056394,,,,,,,,,,MapBox,
332012886,47.847717,11.0611131,,,,,,,,,,,
332065262,-2.8989246,-79.8127471,,,,,asphalt,,,,,,13/31
332083699,57.6676987,54.5450209,,,,,concrete:plates,20,04/22,,,,04R/22L
332091373,-15.9647028,125.0526418,,,,,,,Pantijan,,,,
332093277,-16.3652018,124.9326397,,,,,,,,,,,
332098930,24.2836816,56.7459669,,,,,,,,,,,05/23
332118083,6.3232299,12.7817842,,,,,,,,,,,
332144530,39.4089108,-79.0146276,,,,,grass,40,,,518,,15/33
332217829,-45.3991102,-72.6703347,,,,,asphalt,,,,,,7/25
332238544,44.2718015,72.9478118,,,,,,,,,,,
332250452,61.5593936,-149.6244442,,,,,,,,,,,
332262290,30.6478147,44.5680647,,,,,,,,,,,12/30
332266733,30.914316,43.6740704,,,,,,,,,,,12/30
332278380,60.1815471,16.119982,,,,,grass,30,,,697,,15/33
332279359,60.2399602,15.9829245,,,private,,grass,,,,,Bing,
332280058,59.8729959,16.4214809,,,private,,grass,,,,,Bing,
332280415,59.7176581,16.6310043,,,private,,grass,,,,,Bing,
332316406,49.4449866,17.5415802,,,,,grass,,,,,,
332351940,-25.2984826,-56.9018091,,,,,,,,,,,
332360268,-34.5531526,-72.0470457,,,,,unpaved,15,Rucalonco,,900,,
332400583,-9.8985528,-58.5819621,,,,,,,,,,,
332418675,46.5621807,-120.780319,,,,,asphalt,11,,,732,,9/27
332418676,46.562191,-120.7755626,,,,,,,,,,,9/27
332424059,-9.770817,-58.063415,,,,,asphalt,,,,,,
332424730,-9.4005265,-58.229268,,,,,,,,,,,
332438430,-16.1919236,-69.0969875,,,,,asphalt,23,,,2000,,06/24
332441082,-5.9619738,147.1978335,,,,,gravel,,,,780,,
332533074,3.4266327,40.2298038,,,,,,,,,,,
332592815,49.0831567,-85.8610358,,,,,asphalt,30,,,1100,,
332597910,45.8943019,-122.5938771,,,private,,grass,18,,,518,,9/27
332597913,45.8936906,-122.548272,,,private,,grass,14,,,391,,17/35
332612168,23.7591131,57.4901367,,,,,,,,,,,
332629049,-32.112594,119.7655239,,,,,gravel,,Mt Holland,,,,YMHL
332631245,64.3521971,-173.2354665,,,,,,,,,,,
332634605,-42.5218222,-68.2951164,,,,,,,,,,,
332634606,-42.5229134,-68.2916489,,,,,,,,,,,
332685432,20.5026905,-97.4717944,,,,,,,Aeropuerto local de Poza Rica,,,,
332689946,-12.3564582,-45.4145873,,,,,,,,,,,
332753774,39.502321,-83.7113628,,,,,asphalt,,,,,Bing,
332757655,4.4419997,-75.035625,,,,,,,,,,,
332772326,25.2045057,-106.7759389,,,,,,,,,,,
332772327,25.2359763,-106.7691711,,,,,,,,,,,
332772328,25.0984054,-106.6771552,,,,,,,,,,,
332772338,25.1579669,-106.7681176,,,,,dirt,,,,,,
332805364,-17.0878992,168.3413362,,,,,,,,,700,,
332819889,45.1284712,9.3631729,,58,,,,,Speziana,,,www.speziana.it,12-30
332821734,44.9725897,9.4785618,,,,,,,Le Merline,,,,02-20
332823304,46.1659205,12.249954,,,,,grass,,,,870,,05/23
332832448,-29.4109046,31.2789119,,,,,grass,,,,,,
332834316,-19.6100019,-53.4960689,,,,,,,,,,,
332835835,-28.9810187,148.0548905,,,,,,,,,,,
332844550,-28.8479553,148.0094203,,,,,,,,,,,
332871646,-15.6021148,128.3933384,,,,,,,,,,Bing,
332872080,-20.1815506,119.19773,,,,,,,,,,,
332877125,-6.06608,134.2740124,,,,,,,,,,,
332889361,29.9123521,23.2888676,,,,,,45,,,1000,,
332897694,27.811203,107.2459641,,,,,,,,,,,18/36
332912323,25.2375922,-106.8373582,,,,,,,,,,,
332940617,3.277058,99.1165847,,,,,,,,,,,
332945678,47.075132,37.3050125,,,,,paved,20,,,505,,09/27
332991516,61.1692889,-150.1605905,,,,,gravel,18,Fire Island Airport,,610,,18/36
332993694,-31.0130362,147.710977,,,,,,,,,,,
333036998,-28.4301274,152.0889881,,,,,paved,,Cherrabah Airport,,,,
333045373,-13.6660288,167.7115433,,,,,,,,,,MapBox,
333058443,30.9202259,-103.7830952,,,,,asphalt,,,,,,PVT
333068874,-19.4037116,-55.8636924,,,,,,,,,,,
333093319,17.5330193,-92.015578,,,,,asphalt,45,,,2500,,10/28
333149177,-14.9978451,-47.6040736,,,,,unpaved,,,,,,
333153285,-32.3192985,120.5519445,,,,,,,,,,,
333167657,52.5246995,10.4619186,,,,,grass,40,,,,,09/27
333167663,52.5233494,10.4669565,,,,,grass,30,,,,,
333174881,34.445037,-87.7112885,yes,,,,asphalt,23,,,1676,,2/20
333175117,-41.1585696,174.8970472,,,,,grass,27,,100005043,,,
333208822,51.1364513,93.6780554,,,,,,,,,,,
333213076,-42.7592172,-65.1027611,,132,,,asphalt,45,,,2500,,06/24
333213918,0.5792521,12.8909509,,,,,,,,,,,
333272293,-15.6663778,-38.9558475,,,,,asphalt,,,,,,
333273301,59.3510331,-151.9261745,,,,,gravel,16,,,850,Wikipedia,01/19
333310969,31.2580683,-105.2970559,,,,,paved,,,,,,
333324848,2.2478839,32.9098712,yes,3580 ft,,,murram,30,,,1000,,10/28
333326298,2.8053462,32.2718948,yes,3610 ft,,,asphalt,45,,,3100,,17/35
333334707,29.8935477,-104.2610679,,,,,asphalt,18,,,1615,,09/27
333380108,30.9524804,-85.4179845,,,,,grass,,,,,,
333408165,-30.2362916,147.5167719,,,,,,,,,,,
333408166,-30.2354772,147.5187962,,,,,,,,,,,
333415784,31.411946,-102.3611312,,,,,asphalt,21,,,1263,,12/30
333415785,31.4129964,-102.3567755,,,,,asphalt,15,,,1035,,15/33
333451286,31.8818247,-100.5408879,,,,,asphalt,15,,,1356,,17/35
333452102,32.4686121,-100.9204538,,,,,asphalt,18,,,1670,,17/35
333452346,32.8242738,-100.4128664,,,,,asphalt,18,,,1006,,16/34
333463714,32.4141067,-98.8097281,,,,,asphalt,18,,,1524,,17/35
333483106,-12.1542269,-51.5117063,,,,,,,,,,,
333483107,-12.0611843,-51.5314688,,,,,unpaved,,,,,,
333486740,-11.4715252,-51.6892979,,,,,,,,,,,
333524445,-29.9758162,146.8143167,,,,,asphalt,,,,,,
333552876,-22.5581086,122.1480559,,,,,unpaved,,,,,,
333552882,-22.5589869,122.1620269,,,,,,,,,,,
333732471,-30.2659443,146.5444698,,,,,,,Sainsbury,,,Bing,
333822166,1.0118824,29.9500336,,,,,,,,,,,
333823595,46.0136454,3.0240191,,,,,grass,30,,,350,,18-36
333829679,45.9782632,3.2286674,,,,,grass,30,,,200,,18/36
333830685,46.1112285,2.990818,yes,,,,grass,20,LF6330,,400,,13/31
333832735,45.729702,3.2993048,yes,,,,grass,30,LF6353,,400,,18/36
333834214,45.7681557,2.5039014,,,,,grass,20,,,380,,01/19
333835006,45.6116339,2.9463611,yes,,,,grass,20,LF6355,,300,,07/25
333836464,45.6607259,2.6743932,,,,,grass,20,LF6356,,280,,11/29
333871510,25.2254099,-106.7357397,,,,,,,,,,,
333884402,38.9484105,-1.8649907,,,,,paved,,A-2,,,,09/27
333884407,38.948061,-1.8764234,,,,,paved,,A-1,,,,09/27
333884412,38.9486391,-1.8575151,,,,,paved,,A-3,,,,09/27
333906897,42.4249867,-2.0262198,,,,,,,,,,,
333906898,42.4255354,-2.0272656,,,,,,,,,,,
333912091,31.0152553,-104.2123006,,,,,asphalt,,,,,,26 / 08 ?
333937720,52.1755418,-105.1336687,,,,,asphalt,22,,,780,,10/28
333977540,38.1723757,-110.4454098,,,,,sand,5.4864,Dirty Devil Airstrip,,365.76,Bing,
333977668,55.0347525,24.7412391,,,,,asphalt,,,,,,
333979366,30.4874886,-89.6511903,,,,,asphalt,23,,,1524,,18/36
334062551,30.4736862,-98.1214438,,,,,asphalt,12,,,1276,,17/35
334077883,33.1689911,78.7304056,,,,,,,,,,,
334185441,36.3558963,-91.8309711,,,,,paved,,,,,Bing,02/20
334191796,28.8872768,48.2342257,,,,,,,,,,,
334208545,52.4461896,-109.185769,,,,,,,,,,NRCan-CanVec-10.0,11/29
334255589,38.0889683,-110.3637985,,,,,,,,,,USGS Topo map,
334259558,-3.9217793,28.7220629,,,,,unpaved,,,,,,
334260481,60.7910804,9.0486913,,829,,,grass,,,,1150 m,,11/29
334268619,34.2928752,-82.6837106,,,,,grass,15,,,884,,18/36
334284254,44.9428753,2.577547,,,,,grass,,,,,,04-22
334320921,-18.6284075,133.8614482,,,,,,,,,,,
334320943,-14.9282563,133.135335,,,,,,,,,,,
334328019,38.3507774,-110.0282159,,,,,,,,,,Bing,
334371760,41.4659683,-4.7130351,,,,,asphalt,28,,,1000,local knowledge;ign,18/36
334379203,52.6482991,40.9894123,,,,,,,,,650,,10/28
334381956,-29.8119526,149.5501417,,,,,,,,,,,
334416510,48.3463239,34.0745575,,,,,,,08/26,,,,
334461364,-1.1795568,34.6438653,yes,,,,unpaved,,,,,,
334464242,57.0709375,27.2402819,,,,,asphalt,30,,,500,,3/21
334476361,60.4373274,29.6373002,,,,,,,,,,,
334476362,60.4365588,29.6371305,,,,,,,,,,,
334478713,56.6201686,52.1021597,,,,,,,,,,,
334513936,39.8179887,-83.758529,,,,,grass,,Flying J Airport,,,Bing,
334578123,36.1894257,-86.7006358,,,,,asphalt,,,,,,
334601733,51.3544929,33.9165469,,,,,asphalt,20,,,584,,04/22
334618728,40.3442875,-82.9366654,,,,,grass,,Bohannan Airport,,,Bing,
334619882,68.6795937,-162.6545835,,,private,,gravel,,Eagle Creek Landing Strip,,,,
334632678,70.2867106,-161.9150995,,,,,,,,,,,
334645006,41.517879,22.0880856,,152,,,paving_stones,,,,,,14/32
334645156,41.5181223,22.0883558,,,,,grass,,,,,,14/32
334657323,13.1746769,44.7651575,,,,,,,,,,,
334662749,55.906561,-110.7334996,,480,,,gravel,,,,1372,,13/31
334680258,39.9302969,-84.0133498,,,,,asphalt,,,,,Bing,
334684479,40.0625706,-84.3796567,,,,,grass,,,,,Bing,
334684498,40.0459034,-84.3339778,,,,,grass,,,,,Bing,
334697308,39.9906638,-84.2706704,,,,,grass,,,,,Bing,
334697317,39.9917099,-84.2916264,,,,,grass,,,,,Bing,
334699031,40.1534286,-84.173223,,,,,grass,,,,,Bing,
334699200,40.1646987,-84.3084163,,,,,asphalt,,,,,Bing,08/26
334699693,40.1766725,-84.2948933,,,,,grass,,,,,Bing,
334755637,-11.9314761,-51.6728827,,,,,,,,,,,
334762159,-11.0165111,-52.3682776,,,,,unpaved,,,,,,
334762172,-11.1500312,-52.6622691,,,,,,,,,,,
334764117,-11.3436349,-52.3208072,,,,,,,,,,,
334764119,-11.5594814,-52.2516383,,,,,,,,,,,
334779200,39.7349145,-84.3801072,,,,,grass,,,,,Bing,
334788780,35.384643,-79.7902624,,,,,asphalt,23,,,1220,,3/21
334800398,37.7437032,-78.2698526,,,,,,30,Runway 16/34,,1089,,
334839457,38.5166698,-110.1033348,,,,,dirt,12.192,Horseshoe Canyon Airstrip,,1097.28,Bing,
334885421,40.6221733,-82.5329372,,,,,grass,,Bender Airport,,,Bing,
334886023,40.6410963,-82.0468185,,,,,grass,,Oldman Landing Strip,,,Bing,
334888515,40.8436148,-81.2413147,,,,,grass,,,,,Bing,
334889109,40.1902749,-81.9741495,,235,,,grass,24,,,549,,06/24
334889205,40.1364861,-81.9940768,,,,,grass,23.7744,,,780.288,Bing,10/28
334889223,40.1532643,-81.9743239,,,,,grass,24.384,,,609.6,Bing,08/26
334899340,36.6850556,-101.5078137,,947,,,asphalt,30,,,1800,,18/36
334963161,39.1007465,-83.116548,,,,,grass,,,,,Bing,
334963384,38.7775166,-81.3103238,,,,,asphalt,9,,,527,Bing,16/34
334964322,40.007262,-82.0139166,,,,,asphalt,7.9248,,,944.88,Bing,10/28
334981531,-13.8462404,167.7086582,,,,,grass,,,,,bing,
334990482,56.7659603,27.7131792,,,,,,,,,,,
335001131,0.5604667,117.6443078,,41,,,asphalt,18,,,800,AIP Indonesia,04/22
335077432,-12.6101732,-50.9758475,,,,,,,,,,,
335086237,51.4811514,57.682138,,,,,grass,,"Аэропорт ""Медногорск""",,,,
335104289,63.9893781,25.7450767,,,,,gravel,18,27/09,,,,
335170895,-31.7341046,147.8093053,,,,,,,,,,,
335177053,49.0129356,15.6769474,,,,,grass,,,,,,
335187543,28.6558401,-106.9005715,,,,,asphalt,,,,,,
335188549,28.7110947,-106.908484,,,,,,,,,,,
335221858,45.4075364,42.5640198,,,,,,,,,,,33/15
335225584,47.2260977,40.1452319,,6,,,asphalt,18,,,395,,09/27
335231995,7.0563717,14.4705293,,,,,,,,,,,
335270768,51.46368,9.0491655,,,,,,,,,,,16/34
335284750,49.7315773,28.8858725,,,,,paved,20,,,500,,12/30
335296994,-13.9792799,-51.7952457,,,,,,,,,,,
335300467,-17.9297523,25.7733767,,,,,grass,,,,,,09/27
335303670,-31.4678375,147.8985293,,,,,unpaved,,,,,,
335303671,-31.4701179,147.8975287,,,,,unpaved,,,,,,
335305646,28.9415766,48.1901737,,,,,,,,,,,
335306489,-31.2816647,-61.5059356,yes,,,,,,,,,,
335310861,-25.7385985,28.6391674,,,,,,,,,,,
335325053,33.828217,-98.5727561,,,,,paved,,,,,Bing,17
335325880,60.1945467,154.6741026,,,,,ground,35,,,650,,15/33
335325881,59.5816978,154.1542641,,,,,ground,55,,,560,,04/22
335374407,-14.1375961,-51.4696778,,,,,asphalt,,,,,Bing,
335530667,-21.9061941,166.0934054,,,,,,,Piste planeur ACVV,,,,
335531538,34.2637059,-112.0534074,,,,,unpaved,,,,,,
335573457,70.0685412,-150.855166,,,,,,,,,,,
335603341,-14.6386875,-51.7602216,,,,,gravel,,,,,,
335608887,-14.1902876,-51.6439235,,,,,asphalt,,,,,,
335690268,-15.7269096,-41.477017,,,,,,,,,,,
335697057,54.6631825,30.0158895,,,,yes,,,,,,,
335713967,20.8878489,95.892104,,,,,unpaved,,,,0,,
335720393,60.1468483,90.4727016,,,,,,,,,,,
335756503,69.3710557,-152.1357832,,,,,,,,,,,
335818095,28.1464883,-105.5036606,,,,,unpaved,,,,,,
335822301,57.1663552,-170.2225863,,,,,asphalt,46,,,1981,,18/36
335842873,40.0914227,-83.6894007,,,,,grass,,,,,Bing,
335846617,-12.1687991,-43.2221483,,,,,,,,,,,
335847682,-10.0500921,143.0710866,,,,,,,,,,,09/27
335851324,43.0669933,-121.0529765,,,,,unpaved,,Mahogany Mountain Airport,,,,
335896550,-2.9702126,17.1050394,,,,,grass,,,,1000,,08/26
335949766,32.9658453,-91.4258508,,,,,paved,,,,,,
335951393,33.5225973,-92.4602793,,,,,paved,,,,,,02/20
335955667,47.2720665,17.1087646,,137,,,grass,50,,,1000,,15/33
335956838,-7.9877604,-50.6316638,,,,,,,,,,,
335956839,-7.8412414,-50.506866,,,,,,,,,,,
335994748,2.4577265,27.6314003,,,,,,,,,,,
336011670,64.5135119,-165.4388403,,,,,asphalt,46,,,1882,,03/21
336011694,64.5115203,-165.450208,,,,,asphalt,46,,,1829,,10/28
336066362,41.6125818,0.8536624,,,,,,25,,,380,,05-23
336086201,48.1984128,-93.7645549,,,,,grass,,,,,,
336086202,48.2012888,-93.7599963,,,,,grass,,,,,,
336098928,10.0244291,-74.0669943,,,,,,,,,,bing,
336125370,8.3182338,30.0110465,,394,,,sand,40,Dablual,,400,,
336150157,-26.6464109,123.2528216,,,,,unpaved,,,,,,
336150158,-26.6450923,123.2539965,,,,,unpaved,,,,,,
336153676,-27.2881394,123.0050904,,,,,,,,,,,
336154967,-26.3798358,122.1755115,,,,,,,,,,,
336154968,-26.3854872,122.1761123,,,,,,,,,,,
336180768,29.6097741,-96.0278795,,,,,grass,38,,,1219,,18/36
336232409,-34.692275,138.5808941,,,,,,,Calvin Grove Airstrip YCVG,,,Survey,
336249846,7.3996379,30.4720801,,,,,unpaved,,,,,,
336340770,7.047726,33.001884,,,,,,,Likuangole,,,,
336349409,8.6083019,30.7184662,,,,,,35,Menime,,,,
336350818,8.4144459,31.3329041,,,,,,,Mogok,,,,
336368170,8.714019,31.2659454,,,,,,,Pagil,,,,
336381035,7.9050153,31.8883918,,,,,sand,,Yuai,,,,
336496609,51.6309454,-111.899713,,,,,grass,23 (75 ft),Hanna ( Ruway 15 / 33),,433 (1'420 ft),,
336496610,51.6322665,-111.8992169,,,,,grass,30 (100 ft),Hanna ( Runway 02 / 20 ),,550 (1'800 ft),,
336534294,21.3213694,-157.9165793,,,,,asphalt,46,,,2743,NCAO diagram,4R/22L
336604466,23.3939456,50.042587,,,,,,,,,,,
336604485,23.4737907,50.3143869,,,,,,,,,,,
336604491,23.2734788,50.4056819,,,,,,,,,,,
336604498,23.0552856,50.4100131,,,,,,,,,,,
336604531,22.2870614,51.1515506,,,,,,,,,,,
336616211,53.3245136,31.5885235,,,,,,,,,,,
336628615,52.3099426,-112.7543281,,,,,asphalt,23,,,915,,07/25
336642885,42.0155371,101.0005413,,,,,concrete,30,,,2000,,12/30
336724748,53.3970903,32.6217128,,,,,asphalt,,,,384,,
336738210,47.6697326,30.2988314,,,,,paved,18,,,400,,16/34
336763755,47.4939908,39.9247606,,86,,,concrete,45,,,3600,,05/23
336825702,54.3409228,32.4724949,,,,,concrete,60,,,2500,,10/28
336863114,35.9939577,-118.1346615,,,,,,,,,,,
336891690,52.7407891,12.3912709,,,,,grass,,,,840,,08/26
336893362,48.2112365,6.4484807,,,,,grass,90,,,710,Bing,02/20
336901028,55.5384918,49.3214708,,,,,,,,,,,36/18
336938968,-23.2294759,18.3867314,,1341,,,ground,10,,,1001,,14/32
336951128,-18.6281236,139.2334816,,,,,,,,,,Bing,
336987018,-23.7290526,16.1777989,,,,,unpaved,,,,,,
336987797,-7.5479196,-49.2087767,,,,,,,,,,,
336993749,-41.1692879,146.4307073,,10,,,grass,30,,,880,,14/32
337008118,50.146963,42.8961427,,,,,,,,,,,
337024017,-23.6266042,16.2423356,,,,,ground,9,,,1738,,09/27
337030157,-23.7246152,16.2661761,,,,,unpaved,,,,,,
337039049,-23.5837181,16.2776449,,,,,gravel,9,,,1738,,
337045776,-23.7231632,16.001295,,,,,ground,16,,,2100,,15/33
337048959,-17.0206751,131.3289747,,,,,,,,,,Bing,
337079233,-9.6203517,-60.6690897,,,,,unpaved,,,,,,
337081155,21.0332626,105.4962558,,,,,dirt,,,,2200,,13/31
337101980,51.3847961,6.5870763,,43,,,grass,,,,,,06/24
337122848,51.1337026,-113.5596161,,,,,asphalt,27,,,1288,NAVCan Canadian Flight Supplement,16/34
337123170,39.8817542,-82.4146004,,,,,grass,,,,,Bing,
337123350,39.8839523,-82.5907301,,,,,grass,,,,,Bing,
337123355,39.8450373,-82.5789661,,,,,grass,,,,,Bing,
337124251,39.953064,-82.6401957,,,,,grass,,,,,Bing,
337124794,40.407455,-83.2150739,,,,,grass,,,,,Bing,
337124797,40.4082392,-83.216431,,,,,grass,,,,,Bing,
337150546,-22.321331,30.4796466,,,,,unpaved,,,,,,09/27
337150550,-24.5257816,31.1198268,,,,,,,,,,,
337150742,-7.5206448,-49.356519,,,,,,,,,,,
337201851,45.1682658,10.0017154,,,,,asphalt,29,,,795,,11/29
337232826,40.603246,-1.2650694,,,,,,,,,,,
337246781,45.4266275,-110.6559733,,,,,grass,15,,,1711,,3/21
337280921,-10.0378009,-61.1383976,,,,,,,,,,,
337282993,-10.5592507,-61.4334956,,,,,unpaved,,,,,,
337282994,-10.4879795,-61.4352431,,,,,,,,,,,
337284604,34.9541453,-117.850706,,,private,,salt,91,,,6759,,05L/23R
337284829,34.9576808,-117.8394429,,,private,,salt,91,,,4572,,05R/23L
337284862,34.9411506,-117.8578065,,,private,,salt,91,,,2815,,30L
337284868,34.9417379,-117.8571068,,,private,,salt,91,,,2815,,30R
337285369,34.911415,-117.8877967,,,private,,asphalt,61,,,3658,,05L/23R
337343798,-6.2492666,38.6775844,,,,,gravel,,Kisampa Airstrip,,,,
337361838,60.2913558,-102.5020384,,,,,clay,,,,1876,,02/20
337362145,60.3155266,-103.1311029,,,,,dirt,,,,1839,,03/21
337363038,14.4644615,-17.0135442,,10,private,,compacted,,,,900,Microsoft Bing orbital imagery,16-34
337377751,33.9972127,-93.8380844,,,,,paved,,,,,bing,01/19
337438111,-9.8471053,-61.4177473,,,,,,,,,,,
337438461,30.3950866,-97.5668026,,,,,asphalt,8,,,472,,16/34
337438462,30.3976002,-97.5656111,,189,,,asphalt,30,,,1836,,13/31
337440393,29.8050278,-95.8978976,,,,,asphalt,30,,,2015,,18/36
337449603,-9.9715117,-61.2327836,,,,,,,,,,,
337591644,-18.2887442,-51.9412076,,,,,,,,,,,
337611883,35.0216221,-94.6212685,,,,,paved,,,,,bing,18/36
337637322,-12.3193105,-55.333696,,,,,unpaved,,,,,,
337651398,-16.5965097,-41.4936909,,,,,,,Pista de Pouso de Itaobim,,,,
337803770,-5.9614645,143.0604231,,,,,gravel,30,,,730,ourairstrips.com,10/28
337807913,42.3505531,-92.8415676,,,,,grass,18,,,686,,17/35
338051954,51.0069436,0.3527258,,,,,grass,,,,,,
338071981,40.5245325,-82.850057,,,,,asphalt,,,,,Bing,
338072358,40.5027827,-83.0900774,,,,,grass,,,,,Bing,
338096936,-5.97867,143.3591687,,,,,,,,,,,
338147839,40.3453983,-6.9789785,,,,,,20,,,260,,04/22
338147844,40.3454153,-6.9806083,,,,,,20,,,170,,15/33
338149378,42.8712944,12.3844871,,148,,,grass,20,Walter Rattichieri M.llo Pilota,,540,,13/31
338197953,38.4724288,-109.6603305,,,,,gravel,15,,,914,Bing,7/25
338217995,47.6267693,-105.0799184,,,,,grass,23,,,820,,14/32
338224361,38.8334507,-119.396048,,1478,,,asphalt,7,,,1034,Bing,16/34
338315782,57.4855354,24.6724352,,,,,grass,,,,,,16L/34R
338315783,57.4848887,24.672194,,,,,asphalt,,,,,,16R/34L
338319434,-3.2105875,31.5465288,,,,,,,,,,,
338322044,33.5297293,-82.5169694,,,,,asphalt,,,,,,10/28
338330415,54.6980624,-2.5840726,,170,,,grass,50,,,900,,14/32
338342917,42.225761,12.1178952,,379,,,grass,20,,,700,,03-21
338364424,29.6899802,-95.8404045,,,,,grass,30,,,1022,,17/35
338434896,-1.0417493,-80.4723915,,,,,asphalt,,CLOSED,,,,
338496904,14.7901136,0.038139,,,,,unpaved,,Aéroport de Tambao,,,,
338502608,14.455141,-0.2180987,,,,,unpaved,,,,,,
338505508,42.6914244,-85.6473321,,,,,grass,,,,,,
338505509,42.6920271,-85.6480726,,,,,grass,,,,,,
338531728,4.9663116,-60.4313336,,,,,unpaved,,pista de pouso,,,,
338541209,47.811467,20.4224405,,165,,,grass,80,,,800,,17/35
338547344,30.6560273,-96.5387253,,,,,paved,,,,,,
338599228,37.0822634,-116.045741,,,,,,,,,,,
338663015,38.1071034,-7.1668382,,,,,,,Monte das Tesas,,,,09-27
338665641,36.4861037,-90.015714,,,,,paved,,,,,Bing,18/36
338666352,36.5958493,-89.9916216,,,,,paved,,,,,Bing,14/32
338666354,36.6005677,-89.993477,,,,,paved,,,,,Bing,18/36
338669319,53.9929757,-1.0916417,,,,,,,,,,,
338669393,53.9932287,-1.1093917,,,,,,,,,,,
338679763,41.3339283,21.448721,,,,,grass,80,,,1060,,04/22
338703343,4.0036328,-64.4940878,,,,,asphalt,23,,,1140,,12/30
338711434,51.4916614,13.8794283,,,,,grass,40,,,800,,08R/26L
338756245,36.443732,-89.9038425,,,,,paved,,,,,Mapbox,15/33
338795682,54.24107,41.5027973,,,,,,30,,,1600,,16L/34R
338795683,54.2405246,41.5062529,,,,,ground,50,,,1900,,16R/34L
338798266,4.1349345,27.8993839,,,,,,,,,,,
338819516,4.1977457,28.0308137,,,,,,,,,,,
338856417,19.5648104,33.3144389,,,,,,,,,,,18/36
338856656,47.0065475,18.2112989,,111,,,grass,26,,,500,,17/35
338884454,29.0530922,81.342526,,,,,,,,,,,
338909332,39.4404148,-83.0230617,,,,,asphalt,30,,,1647,FAA,05/23
338909412,39.226567,-83.3177865,,,,,grass,,,,,Bing,
338909642,39.6915948,-82.1977524,,,,,asphalt,,,,,Bing,
338910622,26.7401502,128.1603012,,,,,,,,,,,
338912536,-8.0128274,-61.777153,,,,,,,,,,,
338937131,5.2877995,35.8328313,,,,,,,,,,,
338972990,34.4998637,-83.556634,,,,,,,,,,,06/24
339034597,-27.3452593,-65.6170999,,,,,,,,,,,02/20
339091617,42.8879977,-90.240064,,,,,,,,,,,11/29
339091618,42.8853481,-90.2319773,,,,,,,,,,,04/22
339134712,47.1989674,39.9568727,,2,,,ground,32,,,1330,,09/27
339142670,-12.3553113,132.9449093,,,,,,,,,,,
339173602,46.5596644,-81.1920515,,,,,paved,,,,,,01/19
339246254,41.9942207,12.0135737,,,,,grass,,,,,,
339264649,42.7825423,-90.6810938,,,,,,,,,,,18/36
339352510,8.2482704,31.289398,,,,,rough_black_cotton,,Wai,,,,
339392323,47.6335167,-111.9815004,,,,,asphalt,12,,,1158,,18/36
339411588,41.76355,-96.1779514,,,,,concrete,23,,,1219,Bing,15/33
339439306,21.2384805,-99.8733295,,,,,,,Runway???,,,,
339463006,-11.0887837,-55.6472118,,,,,,,,,,,
339688475,35.1795105,128.9369747,yes,,,,concrete,,,,,,
339688476,35.181719,128.9390115,yes,,,,concrete,,,,,,
339695714,12.3514717,-1.5109234,,,,,unpaved,,,,,,
339731446,67.7663608,20.2595465,,,,,,,Kalixfors flygfält,,,Saccess,11/29
339733458,37.2228353,127.6083186,,,,,,,,,,,
339756161,-23.1948922,-47.0666213,,,,,,,,,,,
339772018,51.5984822,42.1116974,,166,,,asphalt,19,,,400,,03/21
339851277,-30.3972556,136.3966559,,,,,,,,,,,
339851278,-30.3999222,136.3937603,,,,,,,,,,,
339851279,-30.4000642,136.3938505,,,,,,,,,,,
339853978,-9.9974683,-53.6538076,,,,,,,,,,,
339853981,-9.7638438,-53.2482522,,,,,,,,,,,
339855119,-7.2102741,-52.5700288,,,,,,,,,,,
339855126,-6.8417488,-52.3098466,,,,,,,,,,,
339855128,-8.4476567,-53.7737104,,,,,,,,,,,
339901308,27.4169152,83.8879833,,,,,,,,,,,
339905876,-30.2740141,138.3677342,,,,,unpaved,,,,,,
339938519,-4.9133485,-51.4312148,,,,,,,,,,,
339958281,-23.1845877,-62.0381438,,,,,,,,,,,
339969325,44.6597328,-84.2367883,,,,,grass,,,,,,
340015070,42.7408657,78.3737357,,,,,ground,30,,,500,,
340030365,-26.5908884,-48.878975,,,,,,,,,,,
340046922,-1.2098958,34.7304717,yes,,,,,,,,,,
340068325,-7.8484173,131.3372825,,,,,asphalt,,,,,,11/29
340068326,-7.9888243,131.3061895,,,,,asphalt,,,,,,12/30
