id,latitude,longitude,area,ele,access,abandoned,surface,width,name,ref:linz:topo50_id,length,source,ref
1080896506,3.9597819,29.3722141,,,,,gravel,,Garamba (disused),,,GPS,
2494293244,34.1894326,-79.7243946,,,,,,,,,,,
6235001784,48.9934005,-122.7338237,,,,,,,,,,,
7853058471,47.148214,17.9096996,,,,,grass,,Jutasi Lő- és Gyakorlótér,,,,Jutas-pusztai repülőtér
2429920,53.1656432,-0.5242098,,,,,asphalt,58,,,2839,,02/20
2449671,45.728676,5.0881163,,,,,asphalt,45,,,4000,,17R/35L
2449728,45.7229018,5.0933495,,,,,asphalt,45,,,2670,,17L/35R
2796472,50.6780775,-1.1097167,,,,,concrete,23,,,830,,12/30
2796493,52.0728492,-0.6159563,,,,,asphalt,45,,,1800,,03/21
2798800,51.4648665,-0.4582125,,,,,paved,50,,,3660,bing,09R/27L
2798802,51.47759,-0.459166,,,,,paved,50,,,3902,,09L/27R
2799094,51.1482609,-0.1893772,,,,,asphalt,45,,,3316,,08R/26L
2799180,51.8745406,-0.3690261,,,,,asphalt,45,,,2160,,07/25
3245155,52.2050135,0.1750021,,,,,concrete,45,,,1965,NATS IAIP,05/23 main
3386650,53.1042007,-4.3403806,,,,,asphalt,,,,1,Bing,02/20
3405750,49.4349214,-2.6035706,,,,,,,,,,NATS charts,09/27
3405867,49.9991238,-5.2346963,,,,,asphalt,,,,1309,,09/27
3405868,50.0020976,-5.231666,,,,,asphalt,,,,1821,,05/23
3405869,50.0012712,-5.2306608,,,,,asphalt,,,,1405,,18/36
3405870,49.9995556,-5.2317118,,,,,asphalt,,,,884,,13/31
3558026,-31.43571,152.8619948,,,,,asphalt_grooved,45,,,1800,landsat;Bing;ERSA,03/21
3567224,-32.7960507,151.835042,,9,,,,45,,,3058,landsat,12/30
3697911,50.0873639,-5.2568782,,,,,,,,,,,07/25
3697912,50.0854154,-5.2541443,,,,,,45,,,1830,,11/29
3697913,50.0852742,-5.2516196,,,,,,,,,,,18/36
3730814,50.4407908,-4.9953627,,,,,asphalt,45,,,2744,,12/30
3748999,51.4009233,-3.3570175,,,,,asphalt,45,,,,,
3753697,53.8594542,-1.6506783,,,,,concrete,45,,,,Bing,
3809436,53.3328665,-2.8664623,,,,,asphalt,46,,,,,
3895636,53.3400506,-2.2939735,,,,,grooved_asphalt,45,,,3200,,05R/23L
3989493,50.0163236,8.5261212,,99.4,,,concrete,45,Startbahn West,,4000,landsat,18
3989494,50.0337999,8.5603599,,100,,,asphalt,45,Start- und Landebahn Süd,,4000,landsat,07R/25L
3992732,51.8860823,0.2364279,,,,,asphalt,45,,,3049,,04/22
3994985,51.519489,-2.5922298,,,,,concrete,,,,,,
3995782,43.6769992,-79.6408599,,,,,asphalt,60.96,,,2770.022,,15R/33L
4040282,53.83485,-1.1945653,,,,,asphalt,45,,,,landsat,06/24
4040283,53.8313785,-1.1931231,,,,,asphalt,45,,,,,
4040319,53.7894989,-1.2172859,,,,,,,,,,,
4040320,53.7850484,-1.2184709,,,,,grass,18,,,616,,10/28 Grass
4040321,53.7868238,-1.2132808,,,,,grass,18,,,585,,01/19
4040322,53.7880106,-1.2186191,,,,,grass,18,,,793,,06/24
4045744,20.8970392,-156.4304627,,,,,asphalt,46,,,2133,,2/20
4045751,13.485328,144.798017,,,,,asphalt,46,,,3663,,6L/24R
4045752,13.4824721,144.7963189,,,,,asphalt,46,,,3052,,6R/24L
4052652,50.099239,14.2635089,,,,,concrete,45,,,3250,,12/30
4061564,33.2681863,44.2418859,,,,,concrete,60,,,4000,,15L/33R
4061565,33.2556974,44.2257156,,,,,concrete,45,,,3300,,15R/33L
4077914,51.6558288,-0.3258452,,,,,asphalt,20,,,650,,08/26
4077929,51.6564342,-0.3205079,,,,,,15,,,,,
4077931,51.6551611,-0.3317014,,,,,,15,,,,,
4083325,14.5052267,121.0134121,,,,,asphalt,60,,,"3,737",,06/24
4083788,49.1513084,16.6938863,,237,,,concrete,60,,,2650,uhul:ortofoto;AIP,09/27
4086359,34.5658395,69.212386,,1792,,,asphalt,45,,,3511,,11/29
4099025,48.0275252,7.8299775,,,,,,30,,,,,
4147210,55.9499663,-3.3726053,,,,,asphalt,45,,,2558,,06/24
4156620,-33.9891304,25.609109,,,,,asphalt,46,,,1980,,08/26
4156624,-33.9900737,25.6214003,,,,,asphalt,46,,,1677,,17/35
4188378,48.7793485,8.0805107,,,,,asphalt,45 m,,,3000 m,,03/21
4212279,33.2791156,44.4940926,,,,,,,مدرج المطار الرشيد,,,,15L/33R
4225897,58.169794,13.5878555,,,,,asphalt,30,,,,,04/22
4234404,-25.8274175,28.2253726,,,,,asphalt,45,,,1918,,06/24
4235024,49.7067122,-2.214875,,,,,asphalt,,,,877,,08/26
4253154,48.1665026,17.2182462,,133,,,concrete,45,,,3190,landsat,13/31
4253155,48.1702068,17.2129379,,133,,,concrete,60,,,2900,landsat,04/22
4254784,40.1931964,-76.7626139,,,,,,,Harrisburg International Airport Runway,,,,13/31
4257674,39.067555,-95.6244535,,,,,asphalt,23,,,1320,,18/36
4257676,39.0698998,-95.6206252,,,,,asphalt,30,,,1554,,13/31
4265736,-33.9737972,18.604475,,42,,,asphalt,61,,,3201,SACAA,01/19
4265737,-33.9668231,18.6039525,,42,,,asphalt,46,,,1701,SACAA,16/34
4271808,13.1574336,123.7346769,,,,,asphalt,35,Runway 06/24,,2280,,RWY06/24
4272767,53.4555778,9.8303395,,,,,gravel,5,,,900,,12/30
4273263,40.2178134,-76.8500853,,105.46,,,asphalt,45.72,Capital City Airport Runway,,1524.00,,8/26
4275342,52.0906196,0.1318093,,,,,,,06/24,,,,06R/24L
4277515,11.6794162,122.3753827,,,,,asphalt,55.38,,,2570,,05/23
4279102,51.6518461,0.1553588,,,,,,,,,,,03R/21L
4279318,11.9262526,121.9573712,,,,,concrete,45,,,950,,06/24
4293808,50.8161279,-1.2059214,,,,,asphalt,30,,,1325,landsat;operators_website,05/23
4293899,-33.7999267,18.3638876,,10,,,grass,70,,,640,,
4293901,-33.8010761,18.3644179,,10,,,grass,70,,,640,,
4298518,-30.3175584,153.1183062,,,,,paved,18,,,,Bing,10 / 28
4298523,-30.3312586,153.1135923,,,,,asphalt,45,,,,Bing,03 / 21
4299644,-29.0990311,153.4196096,,,,,,,,,,landsat,
4299645,-29.101925,153.4172865,,,,,,,,,,,
4299646,-29.0999374,153.4194663,,,,,,,,,,landsat,
4299728,-28.8333196,153.56113,,,,,asphalt,,,,,,06/24
4301251,-25.6534514,28.2218831,,,,,asphalt,30,,,1828,,11/29
4301416,-25.6581177,28.220407,,,,,asphalt,22,,,1267,,06/24
4303539,63.4576044,10.9166954,,,,,asphalt,,,,,Landsat,09/27
4304204,-34.1813189,150.8088689,,,,,paved,,,,,,35;17
4306488,52.4094233,0.5610127,,,,,asphalt,47.8,,,2742.59,,06/24
4306816,51.3309785,0.0324496,,,,,,,,,,,03/21
4306817,51.3237596,0.0273204,,,,,,,,,,,H
4309737,60.1884872,11.1151267,,,,,paved,,01R/19L,,,,01R/19L
4309738,60.2005644,11.082665,,,,,paved,,01L/19R,,,,01L/19R
4310244,51.1899861,4.4630532,,,,,asphalt,,,,,,11-29
4311721,51.8503727,-0.0037058,,,,,grass,,,,,,
4316825,49.4987345,11.0775774,,,,,paved,45,,,2700,,10/28
4333154,47.2915656,12.7909167,,,,,asphalt,20,,,880,,08/26
4335945,-26.2415523,28.1507085,,,,,asphalt,15,,,1197,bing,17/35
4335946,-26.2425488,28.1491166,,,,,asphalt,15,,,1579,bing,11/29
4338473,37.4172157,-122.0485907,,,,,concrete,61,,,2803,,14L/32R
4343501,-26.1499377,28.2527066,,,,,asphalt,60,,,3410,,03R/21L
4343502,-26.1291414,28.2396869,,,,,asphalt,60,,,4436,,03L/21R
4347314,-25.8291211,28.2223909,,,,,asphalt,45,,,3350,,01/19
4348845,39.5546607,2.7266375,,,,,asphalt,45,,,3270,,06L/24R
4348846,39.5492648,2.7486716,,8,,,asphalt,45,,,3000,,06R/24L
4353612,50.7690017,7.1627994,,,,,asphalt,30,,,800,,11/29
4354947,-34.9580969,138.5178411,,6 Metres,,,asphalt,60,,,3100,,05/23
4355860,-34.7970258,138.637678,,17 Metres,,,asphalt,30,,,1279,,03R / 21L
4355861,-34.7931556,138.6299741,,17 Metres,,,asphalt,18,,,958,,08L / 26R
4355862,-34.7951765,138.6287132,,17 Metres,,,asphalt,18,,,992,,08R / 26L
4355863,-34.7985695,138.6340305,,17 Metres,,,asphalt,18,,,1350,,03L / 21R
4357995,41.961633,-87.88959,,,,,concrete,,,,,,4R/22L
4357998,41.9896014,-87.9051563,,,,,concrete,45.72,,,2286,,4L/22R
4359645,-31.9546984,115.960864,,,,,paved,45,,,3444,,03/21
4361210,45.7284473,4.9437412,,,,,asphalt,45,16/34,,1820,,16/34
4361247,12.9501637,77.6692285,,,,,asphalt,,,,,,09/27
4362125,51.5075182,-1.9960014,,,private,,,,,,,Bing,
4362127,51.5024895,-1.9886455,,,private,,,,,,,Bing,
4363250,16.911054,96.1358439,,,,,paved,,,,,,03/21
4366978,36.7034101,3.2358514,,,,,asphalt,60,,,3500,,05/23
4366979,36.6916274,3.1903944,,,,,asphalt,45,,,3500,,09/27
4368050,60.3209736,24.9576986,,,,,asphalt,60,,,3500,,04R/22L
4368525,41.9690416,-87.9076426,,,,,concrete,45.72,,,3962.4,,10L/28R
4368610,58.8787602,5.6247562,,,,,asphalt,45 m,,,2449 m,,10/28
4368902,41.9801761,-87.892421,,,,,concrete,,,,,,B
4370454,60.3186731,24.9764091,,,,,asphalt,60,,,2901,,15/33
4370463,60.3220529,24.9238911,,,,,asphalt,60,,,3060,,04L/22R
4370519,60.5141153,22.2628125,,,,,asphalt,60,,,2500,,08/26
4375302,56.9207609,23.9707156,,,,,asphalt,45,,,,,18/36
4380386,47.3984547,8.6482287,,,,,asphalt,40,,,2355,,11/29
4381040,55.5865062,12.1280768,,,,,asphalt,30,,,,,11/29
4381042,55.5841423,12.1299088,,,,,asphalt,,,,,,03/21
4386255,51.3527864,0.5050097,,,,,grass,,,,830,Bing,02/20
4386382,51.5376114,0.3674564,,,,,paved,12.1,Orsett Airfield,,,,
4386417,47.4716914,8.5502677,,427,,,asphalt,60,,,3300,,14/32
4386418,47.4577687,8.5539658,,421,,,asphalt,60,,,2500,,10/28
4386419,47.4624946,8.5450398,,421,,,asphalt,60,,,3700,,16/34
4388838,51.5884152,-0.5129886,,,,,asphalt,18,,,775,,06/24
4392136,51.1140222,-114.0213527,,,,,asphalt,61,,,3863,,17R/35L
4392137,51.1212429,-114.0213417,,,,,asphalt,61,,,2438,NAVCan Canadian Airport Charts (2015-03-05),11/29
4392138,51.1040658,-114.0170148,,,,,asphalt,46,,,1890,NAVCan Canadian Airport Charts (2015-03-05),08/26
4397902,63.7188666,23.1428292,,,,,asphalt,60,,,,,01/19
4397903,63.7224125,23.1365973,,,,,,20,,,,,11/29
4402974,50.9560595,0.9390386,,,,,asphalt,32,,,1450,,03/21
4403063,51.4324458,12.2416361,,,,,concrete,45,Start- und Landebahn 08L/26R,,3600,,08L/26R
4406175,52.6078609,-1.0320826,,,,,asphalt,30,,,935,,10-28
4406269,52.6316027,-0.6075048,,,,,asphalt,,,,,,
4406270,52.6307398,-0.6131531,,,,,,,,,,,
4406271,52.6322902,-0.6073488,,,,,,,,,,,
4406288,52.7352072,-0.6494891,,,,,,,,,,,04-22
4406289,52.7317004,-0.6615946,,,,,,,,,,,09-27
4413598,52.8310116,-1.3277552,,,,,,,,,,,09/27
4416043,48.4020492,17.1183542,,,,,concrete,60,,,2500,landsat,01/19
4419007,62.6906417,22.8354097,,,,,,,,,,,14/32
4420041,27.9759451,34.3965923,,,,,asphalt,45,,,3081,,04R/22L
4420431,30.1114994,31.4139319,,,,,,,,,,,05C/23C
4422088,49.6501528,-1.47028,,,,,asphalt,45,,,2440,,10/28
4422089,49.6500135,-1.4733907,,,,,,30,,,,,11/29
4422327,63.0513276,21.761643,,,,,asphalt,48,,,2500,,16/34
4424006,28.2089608,33.645482,,,,,,,El-Tor,,,landsat,
4424262,25.5581037,34.5831177,,,,,asphalt,45,,,3000,,15/33
4429333,15.1878809,120.5631867,,,,,asphalt,60,,,3200,,RWY02/20
4429423,48.6486478,-123.4227709,,,,,asphalt,61,,,2133,Bing,09/27
4429424,48.6473554,-123.4281729,,,,,asphalt,61,,,1532,Bing,03/21
4429425,48.647155,-123.4290865,,,,,asphalt,61,,,1524,Bing,14/32
4429681,14.7944368,120.2713531,,,,,asphalt,45,Runway 07/25,,2744,,RWY07/25
4433605,52.9198425,-1.0766644,,,,,,,,,,,03/21
4433606,52.9207119,-1.0791422,,,,,,,,,,,09/27
4434601,51.5485683,31.31362,,,,,concrete,50,,,2500,,10R/28L
4436430,51.156717,0.6426167,,,,,,,Headcorn Airstrip,,,,10-28
4445224,61.4604042,21.7992778,,13,,,asphalt,30,,,801,,17/35
4445225,61.4626001,21.7973316,,13,,,asphalt,60,,,2351,,12/30
4472275,24.9545204,46.6852969,,,,,concrete,,RUNWAY 15R-33L,,,,15R/33L
4472435,36.4053503,28.0861786,,6,,,asphalt,45,Διαδρομος 06/24,,3305,,06/24
4477084,59.4132559,24.8350333,,40,,,asphalt,45,,,3480,,08/26
4489498,49.9100362,-97.2384323,,,,,asphalt,,,,3353,,18/36
4498186,54.131091,-3.2632574,,,,,,,,,,,
4498208,26.5281588,53.9810634,,,,,asphalt,,,,,,09L/27R
4498211,26.5254031,53.9808875,,,,,asphalt,,,,,,09R/27L
4532018,51.7204643,0.1491328,,,,,,,,,,yahoo,13-31
4532019,51.7217878,0.154376,,,,,,,,,,yahoo,02-20
4537222,52.5597975,13.2877509,,,private,,asphalt,46,,,3023,,08L/26R
4546116,43.5867004,1.4992599,,,,,asphalt,23,15/33,,950,,15/33
4555175,34.6722083,-82.8859374,,,,,asphalt,30,,,1524,,7/25
4571484,53.5340378,9.8328234,,7,,,concrete,45,,,3183,,05/23
4576727,48.663025,21.2411566,,230,,,asphalt,60,,,3100,,01/19
4580521,50.6530062,-1.1821999,,,,,grass,34,,,930,,05/23
4586759,28.6268741,-17.7556165,,33,,,asphalt,45,,,2200,,18/36
4586936,28.0444722,-16.5724837,,,,,asphalt,45,,,3200,,07/25
4592906,41.7065114,-4.8518758,,,,,paved,45,,,3010,,05/23
4599517,43.5635659,-6.0346326,,,,,asphalt,45,,,2205,,11/29
4603330,34.4948967,-82.7101287,,,,,asphalt,45,,,1523,,17/35
4603331,34.4943435,-82.7087572,,,,,asphalt,45,,,1829,,5/23
4610660,28.4506191,-13.863829,,,,,asphalt,45,,,3406,,01/19
4616348,54.1848469,7.9148249,,2,no,,concrete,30,,,480,,15/33
4616349,54.1862883,7.9157048,,2,no,,concrete,20,,,371,,03/21
4616861,-12.4143194,130.8798468,,,,,asphalt,45,,,3354,,11/29
4616867,-12.4157367,130.8706708,,,,,asphalt,30,,,1524,,18/36
4620282,27.9319046,-15.3865857,,,,,asphalt,45,,,3100,landsat,03L/21R
4620283,27.9312106,-15.3846024,,,,,asphalt,45,,,3100,landsat,03R/21L
4622036,52.8263382,13.7016483,,,,,,50,,,1470,,10/28
4623372,53.1180144,6.5755781,,,,,asphalt,45,,,2500,survey & PDOK 25 31-08-19,05/23
4624656,-14.5215192,132.3772495,,,,,concrete,45,,,2744,,14/32
4629162,52.4545023,9.6939509,,,,,concrete,45,Südbahn,,2340,,09R/27L
4629960,-16.8788938,145.7494837,,,,,asphalt,45,,,3196,,15/33
4635525,47.5336101,-122.3037465,,,,,asphalt,30,,,1131,,14L/32R
4635537,47.5297061,-122.3021929,,,,,asphalt,61,,,3048,,14R/32L
4636421,43.4306307,-5.8270916,,,,,asphalt,30,,,890,,10/28
4639220,34.8956804,-82.2188504,,,,,asphalt,46,,,3353,,4/22
4645184,-25.1855375,130.976652,,,,,paved,30,,,2599,Bing,13 / 31
4645618,52.3725585,13.5055502,,48,,,asphalt,45,SLB North (07L/25R),,3600,,07L/25R
4646500,34.7498092,-82.3653946,yes,,,,,,ITIC Test Track,,,,
4646505,34.7567401,-82.3780559,,,,,concrete,46,,,2438,,5/23
4647772,34.8479069,-82.3483931,,,,,paved,30,,,1643,Yahoo aerial photos,01/19
4647774,34.8479477,-82.3521924,,,,,paved,24,,,1219,Yahoo aerial photos,10/28
4648230,53.3209927,-113.5820474,,,,,concrete,,,,3351,,02/20
4648232,53.2963109,-113.579061,,,,,concrete,,,,3109,,12/30
4651049,-4.3266345,15.3274793,,,,,asphalt,,,,1680,,08/26
4651264,-4.385642,15.4446618,,,,,asphalt,,,,4700,,06/24
4673114,52.3742052,-0.2182934,,,,,,,,,,,
4673115,52.3613389,-0.1162461,,,,,asphalt,47,,,,Bing,
4673116,52.3555669,-0.1277911,,,,,asphalt,60.8,,,,,
4673117,52.355124,-0.1270975,,,,yes,,,,,,,
4673835,51.6051897,-4.0679564,,,,,concrete,,,,,,04/22
4673836,51.6007486,-4.0698122,,,,,asphalt,,,,,,10/28
4674582,49.236855,16.5551991,,,,,grass,73,,,920,uhul:ortofoto,16/34
4677081,47.6713154,9.511502,,417,,,asphalt,45,Runway 06-24,,2355,Landsat;https://airportdatabase.net/germany/friedrichshafen-airport-fdh_2256.html,06/24
4678070,52.2025016,0.1756222,,,,,grass,35,,,,,10/28 grass
4678072,52.2057471,0.1807443,,11,,,grass,35,,,900,NATS IAIP,05G/23G
4681601,48.9463758,14.4254811,,,,,concrete,45,,,2500,,09/27
4683510,53.8050951,10.7180942,,,,,asphalt,60,,,2102,,07/25
4688238,49.0779017,-123.0088063,,,,,asphalt,30.48,,,1708.71,BC Government Openmaps (bc_gvrd_west_xc100mm_2009),07/25
4689841,52.6483377,0.5504536,,,,,asphalt,45,,,2783,,06/24
4689842,52.6472718,0.5577348,,,,,asphalt,45,,,1864,,01/19
4689897,52.8502946,0.7621482,,,,,,,,,,,
4689898,52.8483173,0.7588313,,,,,,,,,,,
4689899,52.845967,0.7658939,,,,,,,,,,,06-24
4691105,52.649301,-105.7630599,,,,,,,,,,,
4694234,51.6150304,-1.0958824,,,,,asphalt,,,,,landsat,01/19
4695126,0.4816825,25.337992,,,,,paved,,,,,,13/31
4696341,52.7549126,1.3576194,,,,,grooved_asphalt,,,,,,04/22
4696419,43.6561686,7.215464,,,,,asphalt,45,,,2960,,04R/22L
4696424,43.6602726,7.2156782,,,,,asphalt,45,,,2570,,04L/22R
4705313,38.7660602,-9.1440852,,,,,asphalt,45,,,,,
4706696,38.7486563,-76.955878,,,,,,,,,,,
4711964,32.4447292,-93.8267027,,,,,paved,,,,,,14/32
4711965,32.448678,-93.8252532,,,,,paved,,,,,,06/24
4719274,50.0168178,-110.7204237,,,,,asphalt,30,,,869,,09/27
4719275,50.0189822,-110.7206711,,,,,asphalt,24,,,1525,,03/21
4721726,51.1047987,-114.3713039,,,,,asphalt,30,,,1043,http://www.yyc.com/News/tabid/91/articleType/ArticleView/articleId/129/language/en-US/Runways-at-YYC-and-YBW-will-be-renumbered-in-2013.aspx;https://skyvector.com/airport/CYBW/Calgary-Springbank-Airport,08/26
4722086,31.8672771,35.2156284,,,,,,45,עטרות,,1965,,12/30
4727841,52.4913504,-1.1319796,,,,,,,,,,,06-24
4734433,53.7714213,-3.036876,,,,,asphalt,24,,,998,,13/31
4734434,53.7715604,-3.0285756,,,,,asphalt,45,,,1868,landsat and wikipedia,10/28
4734471,32.501927,-93.662625,,,,,paved,150,,,3584,,15/33
4747186,34.7181341,32.4848779,,13,,,asphalt,45,,,2699,,11/29
4748269,-37.7310925,144.9037819,,239,,,asphalt,45,,,1921,,08/26
4749028,51.105352,-114.3787349,,,,,asphalt,30,,,1524,"Bing imagery, http://www.yyc.com/News/tabid/91/articleType/ArticleView/articleId/129/language/en-US/Runways-at-YYC-and-YBW-will-be-renumbered-in-2013.aspx",17/35
4749680,-35.3027209,149.19445,,,,,asphalt,45,,,,yahoo,35/17
4749681,-35.3053534,149.191975,,,,,asphalt,45,,,1460,,12-30
4750008,-37.6615117,144.835155,,,,,asphalt,45,,,2286,,09/27
4756303,-51.6859049,-57.7751325,,,,,asphalt,,,,,BING imagery,09/27
4758366,51.4602811,5.3858933,,,,,paved,45,,,,,
4763502,48.538315,7.6282311,,154,,,asphalt,45,,,2400,,05/23
4767255,60.2933881,5.2181383,,,,,asphalt,,,,,,17/35
4767265,48.2058526,11.2600809,,,private,,paved,46,,,,,09-27
4773310,48.1743509,11.1253893,,,,,asphalt,12,,,408,landsat,07/25
4775554,50.9923939,10.4748524,,,,,concrete,55,,,1720,,10/28
4775919,53.1434916,8.6232888,yes,,private,,asphalt,,,,1900,,
4785271,53.5817296,-3.0575188,,,,,asphalt,,,,,"Landsat, wikipedia",03/21
4785274,53.5783106,-3.0590599,,,,,asphalt,,,,,"Landsat, wikipedia",08/26
4787982,47.2602454,11.3443612,,,,,asphalt,45,,,2000,,08/26
4795100,51.6835191,-1.7899861,,,,,asphalt,,,,3046,,09/27
4796197,-30.7914425,121.4644296,,,,,asphalt,45,,,2000,"Bing, DAFIF, worldaerodata.com",11/29
4796204,-30.7868037,121.4615373,,,,,asphalt,18,,,1200,"Bing, DAFIF, worldaerodata.com",18/36
4796322,57.6627973,18.3462099,,,,,asphalt,,,,,,03/21
4809196,26.2708257,50.6336599,,,,,,,,,,,12L/30R
4818848,47.6535394,7.0087491,,,,,concrete,,,,,,
4818929,-13.5357074,-71.9387718,,,,,asphalt,45,,,3400,,10/28
4822400,-36.2997498,148.9725702,,,,,paved,30,,,,Bing;local knowledge,18 / 36
4823361,49.6852089,15.6766356,,593,,,grass,50,,,1010,landsat,17/35
4823363,49.4196038,15.6354117,,555,,,grass,100,,,920,landsat,10/28
4824114,42.363606,-71.0035813,,,,,asphalt,46,,,3073,,15R/33L
4824115,42.3579801,-71.0002939,,,,,asphalt,46,,,,,9/27
4824116,42.36393,-71.0055667,,,,,asphalt,46,,,3050,,4R/22L
4824117,42.3670992,-71.0099224,,,,,asphalt,46,,,2397,,4L/22R
4829634,48.0537272,9.3719396,,,,,asphalt,30,,,1566,,07/25
4832263,65.7818889,24.5824361,,,,,asphalt,48,,,2503,,18/36
4838421,61.4141611,23.6043997,,,,,paved,45,,,2700,Finavia,06/24
4841009,53.4213456,-6.2703264,,,,,concrete,45,Southern Runway,,2637,,10R/28L
4841028,53.4284469,-6.2557874,,,,,asphalt,45,Crosswind Runway,,2072,GPS,16/34
4845283,44.8876462,-63.5052818,,,,,paved,63,,,,Bing,14/32
4845290,44.8770287,-63.5160261,,,,,paved,63,,,,Bing,05/23
4845555,51.8318115,12.1840362,,,,,asphalt,25,,,1000,,09/27
4846586,47.6063822,7.5177352,,270,,,concrete:plates,60,,,3900,,15/33
4846587,47.5895802,7.527323,,270,,,paved,60,,,1820,,07/25
4848068,16.9107686,-99.9884066,,,,,,,,,,,
4851192,58.3186415,12.3437548,,,,,,,,,,,15/33
4851517,-19.2482516,146.7694657,,,,,asphalt,45,,,2438,,01/19
4851518,-19.2544443,146.7605856,,,,,concrete,30,,,1100,,07/25
4856924,45.6288862,8.7338745,,,,,asphalt,60,,,3920,,17L/35R
4856927,45.6299093,8.7230284,,,,,asphalt,60,,,3920,,17R/35L
4862576,44.5456257,-89.5309028,,,,,,,,,,,3/21
4862580,44.5443219,-89.5293034,,,,,,,,,,,12/30
4864907,47.0808523,9.0655133,,,,,asphalt,40,,,1800,,01/19
4865843,50.1213583,14.5436396,,286,,,asphalt,49,,,2000,,06/24
4868266,55.5259473,8.5535348,,,,,,45,,,2599,,08/26
4869425,42.591505,-5.6522119,,,,,paved,45,,,2980,,05/23
4871126,54.6341733,25.285795,,,,,asphalt,50,,,2515,,01/19
4872927,38.9386996,-77.4731927,,,,,concrete,46,,,2896,,12/30
4875227,39.3538537,8.9737727,,,,,paved,,,,,,17L/35R
4875232,39.3535197,8.9713722,,,,,paved,,,,,,17R/35L
4880397,-13.6215372,131.3392412,,,,,,,Fenton Airfield Runway,,,,
4885892,42.0981696,-83.1651285,,176.72,,,concrete,23,,,1348,,17/35
4885893,42.098598,-83.1582635,,177.71,,,asphalt,30,,,1477,,04/22
4888529,53.3355279,9.2602035,,,,,grass,30,,,450,,07/25
4890195,-32.2408151,115.6850152,,,,,asphalt,,,,450,,05/23
4891322,24.4330596,54.651175,,,,,asphalt,60,,,4100,,13R/31L
4893087,-34.8160799,150.6618246,,,,,grass,,,,,,
4904428,-34.8156752,150.6613691,,,,,grass,,,,,,
4907239,35.0637726,-118.1580661,,2779 ft,,,asphalt,18,,,1447,usgs_imagery_2008;FAA,04/22
4907241,35.0572617,-118.1460552,,2741 ft,,,asphalt,61,,,3811,usgs_imagery_2008;FAA,12/30
4907242,35.059191,-118.1543061,,2758 ft,,,asphalt,30,,,2149,usgs_imagery_2008;FAA,08/26
4917448,-23.6276169,-46.6558039,,,,,asphalt,45,,,1940,,17R/35L
4917449,-23.6262315,-46.6542267,,,,,asphalt,45,,,1435,,17L/35R
4920217,53.7450992,-2.8830466,,16,,,,46,07/25,,2422,,07/25
4920221,53.7732083,-2.569891,,,,,,,,,,landsat,07/25
4928687,43.6668004,-79.609573,,,,,asphalt,60.96,,,2743.2,,06R/24L
4928698,43.6818082,-79.6289311,,,,,asphalt,60.96,,,3368.04,,15L/33R
4929038,14.8910019,120.8527232,,,,,asphalt,45,Runway 17/35,,900,,RWY17/35
4929975,26.2526922,50.1373402,,,,,asphalt,,,,,,16R/34L
4930249,26.2724916,50.1687896,,,,,asphalt,,,,,,16L/34R
4937595,40.7421509,-75.2429437,,,,,asphalt,,,,,,18/36
4937750,52.2136419,-0.0423377,,,,,,,,,,,
4937767,52.2160039,-0.0372673,,,,,,,,,,,
4937792,52.217161,-0.0358672,,,,,,,,,,,
4945662,52.2758193,6.889068,,,,,asphalt,45,,,2406,,05-23
4946226,45.5878429,-122.6027079,,,,,paved,46,,,3353,,10R/28L
4946227,45.5882375,-122.608554,,,,,asphalt,46,,,1829,,03/21
4946228,45.5867537,-122.5749744,,,,,paved,,,,,,10L/28R
4947736,42.8786989,-85.5237174,,,,,paved,45.72,,,3048.3,,8R/26L
4947737,42.8780139,-85.5168487,,,,,paved,45.72,,,2591.1,,17/35
4956469,22.3020853,113.9161195,,,,,asphalt,60,,,3800,HKCAD,07R/25L
4958716,40.6255812,-123.4684685,,,,,,,14/32,,,,
4966859,59.6518278,17.9184972,,,,,paved,45,01L/19R,,3301,,01L/19R
4966903,59.6374333,17.9547458,,,,,paved,45,01R/19L,,2500,,01R/19L
4967385,59.6611583,17.9576431,,,,,paved,45,08/26,,2500,,08/26
4967837,45.3629396,5.3293755,,397,,,concrete,45,,,3050,,09/27
4976155,45.8098324,21.3378696,,,,,asphalt,45,,,3500,,11/29
4979819,43.5472183,6.9509913,,,,,asphalt,45,,,1610,CRIGE PACA Alpes-Maritimes 2009 orbital imagery + survey,17-35
4979831,43.5458249,6.9567366,,,,,asphalt,30,,,760,CRIGE PACA Alpes-Maritimes 2009 orbital imagery + survey,04-22
4987683,59.536518,26.3117077,,,,,concrete,35,,,2500,,
4988270,59.2359247,25.9521597,,,no,,concrete,,,,,,
4990764,62.7455932,7.2676169,,,,,,45,,,,,07/25
4991499,46.6863502,17.1590623,,124,,,concrete,60,,,2500,,16L/34R
4992955,-8.8653851,13.2261166,,,,,asphalt,45,,,3716,,05/23
5001611,56.3052076,10.6198457,,23.8,,,asphalt,23,Nordlige,,2777,,10L/28R
5006312,39.2446684,125.6759464,,,,,concrete,,,,,,01/19
5008250,54.2859079,-130.4447833,,,,,asphalt,,,,1829,http://www.ypr.ca/,13/31
5009578,56.5175171,21.0970091,,,,,asphalt,40,,,2002,,06/24
5010487,50.4234279,-4.1108643,,,,,asphalt,,,,,,
